Gene_acc,Gene_id,NST1p1,NST1p2,NST1p3,NST1p4,NST1m1,NST1m2,NST1m3,NST1m4,Desc
199,Tb927.5.2540,166870.0,173160.0,147730.0,148120.0,264600.0,258300.0,249470.0,246890.0,"Organic solute transport protein 1, putative"
200,Tb11.v5.0581,48003.0,32690.0,48786.0,40621.0,65562.0,68402.0,80418.0,72027.0,"Sec8 exocyst complex component specific domain/Invariant surface glycoprotein, putative"
201,Tb927.11.4610,5367400.0,5448000.0,5739300.0,5389300.0,8986200.0,9700600.0,9661200.0,8709100.0,protein kinase A regulatory subunit
202,Tb11.v5.0594,304540.0,262460.0,253170.0,212280.0,406850.0,432770.0,478840.0,373610.0,"retrotransposon hot spot (RHS) protein, putative"
203,Tb927.10.4940,1225100.0,1254300.0,1052200.0,1090500.0,2101300.0,2112000.0,2206400.0,2317500.0,Nuclear Dbf2-related kinase
204,Tb927.10.4800,11740.0,10433.0,11792.0,12181.0,12164.0,13300.0,20493.0,15894.0,"J binding protein 3, putative"
205,Tb11.v5.0600,17684.0,17182.0,14235.0,15327.0,22231.0,24843.0,23720.0,23587.0,"HIT zinc finger, putative"
206,Tb927.7.2570,1083700.0,1156300.0,1159800.0,1091800.0,1666300.0,1710400.0,1937200.0,1896300.0,"guide RNA associated protein, GAP2"
207,Tb927.7.7070,1221700.0,1344500.0,1348900.0,1170800.0,1946600.0,2069700.0,2232600.0,2144100.0,"MYND finger, putative"
208,Tb11.v5.0616,1072100.0,1112100.0,1047200.0,1047700.0,1770500.0,1898700.0,1969200.0,1846200.0,"paraflagellar rod protein, putative"
209,Tb11.v5.0620,5705.3,5619.6,4563.6,5507.6,8390.6,8660.2,8092.2,7697.8,"COG4 transport protein, putative"
210,Tb11.v5.0623,50851.0,49770.0,49213.0,48091.0,84822.0,94475.0,94704.0,84095.0,"hypothetical protein, conserved"
211,Tb11.v5.0624,1091000.0,1079900.0,1250600.0,1059900.0,1938800.0,1865800.0,1971900.0,1803400.0,"retrotransposon hot spot protein (PHS), putative"
212,Tb927.10.14800,566990.0,593940.0,533990.0,536620.0,910550.0,938550.0,924190.0,876410.0,"mitogen-activated protein kinase 9, putative"
213,Tb927.10.960,126220.0,121170.0,123480.0,119430.0,188980.0,223700.0,205610.0,199220.0,U4/U6-specific protein PRP4
214,Tb11.v5.0633,0.0,2620.7,0.0,1261.3,2621.2,0.0,0.0,2985.2,"protein kinase, putative"
215,Tb11.v5.0636,15481000.0,15288000.0,14705000.0,15205000.0,26637000.0,27139000.0,28610000.0,27680000.0,"C-terminal motor kinesin, putative"
216,Tb927.5.1230,409920.0,439110.0,379390.0,407460.0,676640.0,682340.0,682710.0,707520.0,"hypothetical protein, conserved"
217,Tb927.11.6580,111770.0,106180.0,108220.0,108440.0,155820.0,182350.0,207370.0,174260.0,"hypothetical protein, conserved"
218,Tb927.10.2890,8329300.0,8700300.0,7556000.0,8143300.0,14481000.0,14588000.0,14695000.0,15099000.0,enolase
219,Tb927.7.3210,18143.0,14285.0,30761.0,23907.0,40376.0,50394.0,46310.0,40930.0,"Pseudokinase, putative"
220,Tb927.2.830,239590.0,267910.0,201270.0,210830.0,387050.0,411650.0,461060.0,386410.0,"retrotransposon hot spot protein 1 (RHS1), interrupted"
221,Tb927.11.15650,112800.0,94456.0,92674.0,93198.0,170810.0,132820.0,164770.0,165030.0,terminal uridylyltransferase 4
222,Tb927.10.8230,6619800.0,6766200.0,5818000.0,5950900.0,11485000.0,11159000.0,11319000.0,11592000.0,protein disulfide isomerase 2
223,Tb927.10.13010,388020.0,445060.0,396200.0,371860.0,631640.0,680250.0,681370.0,646650.0,cAMP-dependent protein kinase catalytic subunit 3
224,Tb927.4.2560,79763.0,70119.0,57542.0,59056.0,77823.0,133180.0,138370.0,127500.0,cardiolipin synthetase
226,Tb927.10.9100,59956.0,60862.0,64186.0,53898.0,89070.0,107270.0,96697.0,114450.0,"hypothetical protein, conserved"
227,Tb927.10.2770,1378600.0,1474000.0,1369600.0,1321500.0,2381600.0,2395800.0,2508900.0,2623700.0,"eukaryotic translation initiation factor 5, putative"
228,Tb11.v5.0688,425440.0,398690.0,391680.0,423930.0,589380.0,539640.0,649520.0,748510.0,"tRNA pseudouridine synthase D (TruD), putative"
229,Tb927.10.13210,110890.0,88814.0,85833.0,94843.0,177400.0,189140.0,189640.0,189090.0,"dolichyl-P-Man:GDP-ManGlcNAc2-PP-dolichyl beta-1,4-mannosyltransferase, putative"
230,Tb927.10.8650,167780.0,153230.0,173530.0,166060.0,254200.0,275520.0,306960.0,300970.0,"ran binding protein, putative"
231,Tb11.v5.0713,8718000.0,8978400.0,8262000.0,8151500.0,14850000.0,14842000.0,15262000.0,14784000.0,"Retrotransposon hot spot protein 6 (RHS6), putative"
232,Tb927.10.13780,4182300.0,4131000.0,4105700.0,4150000.0,7355200.0,7481500.0,7667600.0,7668300.0,Glycogen synthase kinase 3 short
233,Tb11.v5.0720,145760.0,155050.0,149160.0,153320.0,223310.0,247630.0,265430.0,241260.0,"hypothetical protein, conserved"
234,Tb11.v5.0721,5757.1,6040.5,5914.0,5375.1,10639.0,9113.7,12182.0,8970.2,"hypothetical protein, conserved"
235,Tb11.v5.0727,85389.0,76237.0,78181.0,73875.0,117000.0,110780.0,118770.0,109330.0,"flagellum transition zone component, putative"
236,Tb11.v5.0731,3471400.0,3967700.0,3741800.0,3576100.0,6106300.0,6417800.0,6536200.0,6609300.0,"65 kDa invariant surface glycoprotein, putative"
237,Tb11.v5.0735,165780.0,167090.0,161170.0,174560.0,283040.0,300140.0,336140.0,278360.0,"hypothetical protein, conserved"
238,Tb11.v5.0738,375250.0,343690.0,372040.0,388750.0,596230.0,592110.0,633960.0,533000.0,"thymidylate kinase, putative"
239,Tb927.3.3790,1104800.0,1049800.0,1153500.0,1069000.0,1849000.0,1811600.0,1909600.0,1869400.0,"hypothetical protein, conserved"
240,Tb927.6.1260,139600.0,173220.0,151780.0,161110.0,279990.0,281890.0,250580.0,306240.0,"proteasome beta-1 subunit, putative"
241,Tb927.11.6090,310020.0,297690.0,291320.0,297980.0,438520.0,463670.0,526430.0,466760.0,"tatD related deoxyribonuclease, putative"
242,Tb11.v5.0751,5331.6,5322.2,6098.3,6146.0,9338.3,11119.0,8031.8,10150.0,"dual specificity protein phosphatase, putative"
243,Tb927.10.3710,1139300.0,1109000.0,1007400.0,1092200.0,1849300.0,1977800.0,1925200.0,1919300.0,proteasome activator protein PA26
244,Tb11.v5.0775,58512.0,57918.0,49357.0,42716.0,81521.0,92648.0,98207.0,101370.0,"methyltransferase domain containing protein, putative"
246,Tb11.v5.0807,700300.0,748200.0,770560.0,717150.0,1289800.0,1312600.0,1368100.0,1302200.0,"ribonuclease, putative"
247,Tb927.10.6570,24746.0,23943.0,26225.0,27780.0,34617.0,37998.0,42525.0,39250.0,"TPR repeat, putative"
248,Tb11.v5.0813,28916.0,30792.0,29048.0,19747.0,42612.0,40339.0,46044.0,40058.0,expression site-associated gene 3 (ESAG3)-like protein
249,Tb927.3.2340,114420.0,109620.0,92745.0,89381.0,166250.0,180470.0,165900.0,159260.0,Peroxisome biogenesis protein 2
250,Tb927.9.6320,255570.0,264880.0,277180.0,278560.0,433710.0,485990.0,469750.0,485600.0,"hypothetical protein, conserved"
251,Tb11.v5.0831,448770.0,425180.0,456360.0,411540.0,717390.0,669530.0,778010.0,739020.0,"kinesin motor domain containing protein, putative"
252,Tb927.10.15400,46156.0,45692.0,50090.0,49419.0,68790.0,77083.0,85034.0,82470.0,"kinesin, putative"
253,Tb11.v5.0853,38069.0,42348.0,37547.0,56630.0,66486.0,72732.0,72618.0,73539.0,"Vacuolar sorting protein 9 (VPS9) domain containing protein, putative"
254,Tb11.v5.0885,34677.0,34115.0,30858.0,34913.0,51436.0,57220.0,61515.0,52426.0,"amino acid transporter, putative"
255,Tb11.v5.0903,391940.0,396630.0,394400.0,371010.0,611930.0,584320.0,630760.0,564450.0,"S-adenosylmethionine decarboxylase proenzyme, putative"
256,Tb11.v5.0934,8093.0,0.0,14403.0,7804.4,10705.0,30813.0,4107.9,19023.0,"variant surface glycoprotein (VSG), putative"
257,Tb927.4.3020,195190.0,174350.0,190830.0,200850.0,304580.0,324800.0,285730.0,368270.0,"ATP-dependent DEAH-box RNA helicase, putative"
258,Tb927.4.3000,27428.0,30495.0,35717.0,35851.0,54541.0,56292.0,50160.0,53848.0,"hypothetical protein, conserved"
259,Tb927.4.2990,495580.0,537780.0,511070.0,538550.0,780560.0,792720.0,848640.0,812550.0,"hypothetical protein, conserved"
260,Tb927.10.11640,47911.0,50807.0,57704.0,54350.0,99492.0,96802.0,101730.0,92892.0,"Protein prenyltransferase alpha subunit repeat, putative"
261,Tb927.10.3340,42317.0,34326.0,40922.0,42263.0,59680.0,54842.0,61724.0,66222.0,"CMGC/MAPK protein kinase, putative"
262,Tb11.v5.1026,509360.0,493690.0,480530.0,520020.0,794650.0,878340.0,896430.0,848180.0,"procyclin-associated gene 2-like protein, putative"
263,Tb927.10.2110,26050000.0,29381000.0,23109000.0,22295000.0,40185000.0,40221000.0,42304000.0,39471000.0,elongation factor 1-alpha
264,Tb927.3.4330,22297000.0,23689000.0,21204000.0,20946000.0,34832000.0,36765000.0,36837000.0,37111000.0,Paraflagellar rod protein 1-5
265,Tb927.10.12040,2924700.0,3013000.0,3037900.0,2963200.0,4879300.0,5133200.0,5248900.0,5069300.0,"mitogen-activated protein kinase 11, putative"
266,Tb927.11.3600,19129000.0,20351000.0,18552000.0,18755000.0,30889000.0,30220000.0,34706000.0,33300000.0,"40S ribosomal protein S4, putative"
267,Tb427.BES10.2,684740.0,704680.0,542270.0,566170.0,1345400.0,1399900.0,1360200.0,1302500.0,none
268,Tb427.BES40.15,2937900.0,3029700.0,3072700.0,2958900.0,4850200.0,5060300.0,5322400.0,5086600.0,none
269,Tb427.BES126.9,89983.0,103490.0,90108.0,91664.0,137260.0,163600.0,159110.0,145960.0,none
270,Tb427.BES129.1,295020.0,271290.0,281640.0,292910.0,445920.0,458060.0,487320.0,509760.0,none
271,Tb427.BES129.10,168530.0,162900.0,157050.0,178300.0,291150.0,253790.0,292210.0,319830.0,none
272,Tb427.BES28.3,751410.0,673800.0,964370.0,968280.0,1666100.0,1721400.0,1738700.0,1637200.0,none
273,Tb427.BES40.3,176360.0,176380.0,146230.0,195310.0,370240.0,408770.0,451000.0,407920.0,none
274,Tb427.BES134.1,31172.0,32658.0,23710.0,32388.0,32155.0,36048.0,32713.0,33506.0,none
275,Tb427.BES98.9,349640.0,399090.0,383920.0,364170.0,581350.0,598510.0,637890.0,617300.0,none
276,Tb927.7.7510,804120.0,822050.0,773020.0,714570.0,1112800.0,1198900.0,1314400.0,1284600.0,hypothetical protein
277,Tb427.BES40.10,5498600.0,5084100.0,4945800.0,4867900.0,8158100.0,8845500.0,8862600.0,8712200.0,none
278,Tb427.BES56.6,4674.5,3542.7,6269.6,4914.6,6199.1,6286.5,7109.5,7318.1,none
279,Tb427.BES40.16,1576900.0,1649800.0,1688600.0,1372400.0,2156000.0,2481300.0,2786100.0,2545100.0,none
280,Tb427.BES40.20,1058600.0,996730.0,994290.0,1150800.0,1755600.0,1729200.0,1799900.0,1969100.0,none
281,Tb427.BES40.22,118200000.0,117880000.0,108360000.0,126890000.0,190750000.0,193240000.0,196180000.0,196300000.0,none
282,Tb427.BES40.7,774360.0,789690.0,807580.0,746150.0,1190100.0,1222600.0,1337300.0,1249400.0,none
283,Tb427.BES51.4,404480.0,384820.0,343020.0,417440.0,693450.0,693110.0,676720.0,677150.0,none
284,Tb427.BES64.2,0.0,0.0,0.0,0.0,0.0,0.0,1653.0,0.0,none
285,Tb427.BES98.3,2791000.0,2999600.0,2850200.0,3024400.0,5044000.0,5008400.0,5353200.0,4925800.0,none
286,Tb927.1.1060,128190.0,116030.0,102630.0,109960.0,183220.0,189520.0,211150.0,189720.0,"Cell cycle checkpoint protein RAD1-like, putative"
287,Tb927.1.1100,3513.3,2751.0,2621.1,3495.3,4262.7,5854.3,4527.8,4047.4,Basal body protein
288,Tb927.1.120,7391800.0,7544000.0,7312100.0,7156300.0,13120000.0,13977000.0,13820000.0,13719000.0,"retrotransposon hot spot protein 4 (RHS4), putative"
289,Tb927.1.1200,25117.0,28065.0,27099.0,22109.0,47973.0,46144.0,44025.0,49222.0,Mitochondrial ribosomal protein S15
290,Tb927.1.1220,115520.0,126580.0,118850.0,111270.0,178950.0,192660.0,213030.0,195100.0,RWD domain-containing protein
291,Tb927.1.1380,1978200.0,1946600.0,1920300.0,1925100.0,3068300.0,3209000.0,3509900.0,3177300.0,"serine/threonine protein phosphatase 2A regulatory subunit, putative"
292,Tb927.1.1390,71485.0,70175.0,78890.0,71648.0,109050.0,131370.0,127130.0,126660.0,"hypothetical protein, conserved"
293,Tb927.1.1400,203510.0,194890.0,188370.0,190260.0,343310.0,350300.0,394370.0,365250.0,"Overproducer of inositol protein 10 homolog, putative"
294,Tb927.1.1420,325230.0,343040.0,343380.0,314070.0,500190.0,506020.0,515510.0,493930.0,"conserved protein, unknown function"
295,Tb927.1.1500,265740.0,260080.0,278420.0,230400.0,431880.0,458170.0,459490.0,438970.0,"conserved protein, unknown function"
296,Tb927.1.1530,259350.0,255440.0,253170.0,257220.0,429900.0,452490.0,476930.0,437580.0,"STE group serine/threonine-protein kinase, putative"
297,Tb927.1.1540,54773.0,49449.0,47770.0,42037.0,66747.0,72023.0,77322.0,72401.0,"Tubulin/FtsZ family, putative"
298,Tb927.1.1550,3142.1,3008.9,3907.6,2513.1,5101.0,6895.9,5593.4,4161.1,"tubulin-tyrosine ligase, putative"
299,Tb927.1.1580,84692.0,75563.0,72467.0,78498.0,121660.0,122470.0,156940.0,124910.0,"electron transport protein SCO1/2, putative"
300,Tb927.1.1620,6736.6,2112.1,4958.7,5152.7,8944.3,8719.9,8723.2,8977.4,"ATP-dependent DEAD/H RNA helicase, putative"
301,Tb927.1.1630,247160.0,214540.0,233530.0,239780.0,359520.0,380690.0,478430.0,423650.0,transcription elongation factor 1 homolog
302,Tb927.1.1670,1430300.0,1430600.0,1276400.0,1342500.0,2243900.0,2316300.0,2463300.0,2306700.0,ARM-like helical domain-containing protein
303,Tb927.1.1700,160490.0,143740.0,162740.0,168780.0,226360.0,257630.0,270600.0,250740.0,"AATF protein, putative"
304,Tb927.1.1710,996780.0,1017600.0,955050.0,986430.0,1585800.0,1733800.0,1616100.0,1694700.0,"transmembrane protein, conserved"
305,Tb927.1.1720,101270.0,94279.0,102060.0,109870.0,166280.0,169750.0,162110.0,162650.0,"cyclophilin 15, putative"
306,Tb927.1.1730,98706.0,114870.0,106100.0,91674.0,164930.0,190010.0,189580.0,166180.0,"Polyadenylation mediator complex protein PAMC1, putative"
307,Tb927.1.1770,51942.0,64700.0,53209.0,51395.0,83972.0,75938.0,88840.0,76012.0,Dithiol glutaredoxin 2
308,Tb927.1.1790,147970.0,139600.0,134160.0,136170.0,197610.0,207860.0,221240.0,177120.0,"hypothetical PIN domain-containing protein, conserved"
309,Tb927.1.1880,3981.8,4580.4,4698.9,4334.0,9573.3,8392.0,6963.6,8017.4,WD40 repeat-containing protein
310,Tb927.1.1890,15453.0,7745.3,9667.2,12295.0,15887.0,16108.0,13662.0,20629.0,Replication Factor C Subunit 1-related protein
311,Tb927.1.190,655280.0,601310.0,604230.0,640350.0,1009700.0,1046200.0,1138900.0,1062900.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
312,Tb927.1.1910,118120.0,117770.0,127760.0,126590.0,192630.0,181880.0,212020.0,189310.0,MORN repeat-containing protein
313,Tb927.1.1920,18994.0,18880.0,18786.0,22051.0,31784.0,30118.0,27882.0,34479.0,"conserved protein, unknown function"
314,Tb927.1.1930,183580.0,194720.0,195960.0,195290.0,325370.0,340250.0,360590.0,347420.0,"phosphatidylinositol 3-kinase, putative"
315,Tb927.1.1960,237650.0,241650.0,230710.0,227680.0,412300.0,390980.0,353590.0,358920.0,"chaperone protein DnaJ, putative"
316,Tb927.1.1980,90664.0,81229.0,85770.0,76963.0,123690.0,118650.0,128100.0,142180.0,"protein transport protein YIF1, putative"
317,Tb927.1.2100,2361600.0,2283000.0,2330200.0,2335000.0,3787100.0,3933100.0,4213000.0,3954200.0,Calpain-like protein 1.1
318,Tb927.1.2120,759510.0,802110.0,801060.0,835770.0,1373500.0,1399300.0,1454100.0,1362000.0,Calpain-like protein CALP1.3
319,Tb927.1.2190,105080.0,82204.0,98079.0,88909.0,144670.0,134260.0,143820.0,133050.0,"Raptor N-terminal CASPase like domain containing protein, putative"
320,Tb927.1.220,5515800.0,5866300.0,5779000.0,5530800.0,9668700.0,9882000.0,10778000.0,10099000.0,"retrotransposon hot spot protein 1 (RHS1), putative"
321,Tb927.1.2210,137490.0,120860.0,131580.0,113840.0,191560.0,204490.0,221020.0,211250.0,"nucleosome assembly protein (NAP), putative"
322,Tb927.1.2230,202890.0,222160.0,235730.0,206850.0,326660.0,341740.0,358320.0,338820.0,small myristoylated protein 1-1
323,Tb927.1.2260,143470.0,150540.0,155160.0,124210.0,263930.0,263820.0,275420.0,270750.0,small myristoylated protein 1-2
324,Tb927.1.2400,30674000.0,29443000.0,33054000.0,31184000.0,49776000.0,54134000.0,58075000.0,52060000.0,alpha tubulin
325,Tb927.1.240,2343400.0,2424900.0,2172200.0,2255100.0,3819300.0,3730500.0,3977100.0,3866700.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
326,Tb927.1.2550,3015600.0,3032900.0,2966900.0,2835200.0,4291400.0,4468000.0,4616200.0,4503600.0,"histone H3, putative"
327,Tb927.1.2570,2905200.0,2918900.0,2871700.0,2717100.0,4513200.0,4468100.0,4894100.0,4900300.0,coatomer beta subunit
328,Tb927.1.2580,117740.0,124270.0,129860.0,118760.0,204860.0,184620.0,223270.0,205650.0,exosome-associated protein 1
329,Tb927.1.2600,231040.0,196200.0,216990.0,184580.0,328990.0,308970.0,346600.0,328770.0,pumilio/PUF RNA binding protein 9
330,Tb927.1.2670,4804200.0,5029500.0,4592200.0,4752100.0,7998400.0,8577200.0,8235000.0,8398500.0,paralyzed flagella 16
331,Tb927.1.2730,72436.0,81436.0,72042.0,83064.0,126860.0,137150.0,144900.0,127920.0,"conserved protein, unknown function"
332,Tb927.1.2750,505620.0,569970.0,522740.0,473150.0,914490.0,883590.0,968890.0,980450.0,"hypothetical protein, conserved"
333,Tb927.1.2770,141070.0,125880.0,140820.0,145830.0,208520.0,220890.0,222920.0,211780.0,"hypothetical protein, conserved"
334,Tb927.1.2970,89101.0,112330.0,130080.0,116160.0,169630.0,191340.0,182770.0,201570.0,"hypothetical protein, conserved"
335,Tb927.1.3000,419260.0,416050.0,365070.0,378830.0,640520.0,630850.0,747310.0,679310.0,"amidohydrolase, putative"
336,Tb927.1.3010,35221.0,31972.0,38209.0,38823.0,56839.0,66009.0,54920.0,65906.0,"mRNA processing protein, putative"
337,Tb927.1.3030,156010.0,154510.0,149790.0,145420.0,234970.0,254850.0,281300.0,244410.0,KREL2
338,Tb927.1.3050,368370.0,351380.0,392660.0,356310.0,541860.0,549100.0,599460.0,554490.0,"tRNA (Uracil-5-)-methyltransferase, putative"
339,Tb927.1.3070,61453.0,73695.0,71599.0,73480.0,130780.0,130020.0,127310.0,135280.0,"hypothetical protein, conserved"
340,Tb927.1.3110,1032200.0,1068500.0,963530.0,975270.0,1730300.0,1705600.0,1799800.0,1668500.0,"soluble N-ethylmaleimide sensitive factor (NSF) attachment protein, putative"
341,Tb927.1.3150,9426.7,13714.0,14786.0,16259.0,17177.0,23792.0,17765.0,20818.0,"hypothetical protein, conserved"
342,Tb927.1.3170,738410.0,770050.0,738830.0,691290.0,1147400.0,1290800.0,1234400.0,1193400.0,"CHORD, putative"
343,Tb927.1.3200,254040.0,254780.0,261880.0,225930.0,501630.0,484220.0,521700.0,498250.0,"Suppressor of G2 allele of SKP1, putative"
344,Tb927.1.3230,33196.0,32378.0,33272.0,34833.0,60987.0,51968.0,60666.0,55475.0,"cell division cycle protein, putative"
345,Tb927.1.3250,184050.0,167040.0,171400.0,173860.0,308780.0,332740.0,310270.0,319110.0,"Domain of unknown function (DUF4456), putative"
346,Tb927.1.3260,1779500.0,1844300.0,1726100.0,1733300.0,2854800.0,2888700.0,3118900.0,2963200.0,"hypothetical protein, conserved"
347,Tb927.1.3270,762730.0,791760.0,787680.0,800000.0,1201500.0,1262600.0,1335000.0,1274000.0,"hypothetical protein, conserved"
348,Tb927.1.3280,107720.0,122550.0,95138.0,102710.0,182000.0,179020.0,192640.0,192180.0,"septum formation protein MAF homologue, putative"
349,Tb927.1.3300,1067900.0,1075100.0,1071000.0,1103000.0,1785200.0,1796500.0,1940100.0,1909900.0,"Myotubularin-related protein, putative"
350,Tb927.1.3310,1071900.0,1147300.0,1072300.0,1020400.0,1902500.0,1886800.0,1892200.0,1764000.0,"hypothetical protein, conserved"
351,Tb927.1.3390,144800.0,145680.0,147470.0,156220.0,210110.0,189660.0,205320.0,165620.0,"Eukaryotic protein of unknown function (DUF866), putative"
352,Tb927.1.3400,9388.5,9700.6,13308.0,7430.1,19634.0,28152.0,27907.0,17552.0,"hypothetical protein, conserved"
353,Tb927.1.3450,60449.0,53995.0,54446.0,51346.0,67534.0,82529.0,96162.0,74414.0,"hypothetical protein, conserved"
354,Tb927.1.3830,10225000.0,10280000.0,9590100.0,9997000.0,16769000.0,18089000.0,17820000.0,18779000.0,"glucose-6-phosphate isomerase, glycosomal"
355,Tb927.1.3860,3296.7,0.0,2993.1,2954.8,7507.9,5685.0,9756.0,5543.7,"hypothetical protein, conserved"
356,Tb927.1.3880,111190.0,187880.0,94130.0,97210.0,150160.0,139600.0,143270.0,242220.0,"Fusaric acid resistance protein-like, putative"
357,Tb927.1.3910,52109.0,58459.0,50204.0,47233.0,94395.0,86073.0,100320.0,88291.0,Anaphase-promoting complex subunit CDC23
358,Tb927.1.3950,4250000.0,4539200.0,4106400.0,3826100.0,7497900.0,7568000.0,7638900.0,7995700.0,alanine aminotransferase
359,Tb927.1.4040,21879.0,17998.0,12366.0,17801.0,28466.0,26622.0,28820.0,23639.0,"hypothetical protein, conserved"
360,Tb927.1.4050,807110.0,795770.0,768990.0,762220.0,1320800.0,1383900.0,1428200.0,1347900.0,"ser/thr protein phosphatase, putative"
361,Tb927.1.4180,1149800.0,1010900.0,1048200.0,1148800.0,1739600.0,1830600.0,1869000.0,1830100.0,"leucine-rich repeat protein (LRRP), putative"
362,Tb927.1.420,183540.0,169260.0,168790.0,150180.0,276170.0,290940.0,293780.0,270230.0,"retrotransposon hot spot protein 5 (RHS5), putative"
363,Tb927.1.4280,410320.0,415980.0,375230.0,405340.0,573260.0,565480.0,606070.0,595610.0,"hypothetical protein, conserved"
